,county,state,population 2019,county-state
3146,Portage,Wisconsin,70772,Portage - Wisconsin
3147,Price,Wisconsin,13351,Price - Wisconsin
3148,Racine,Wisconsin,196311,Racine - Wisconsin
3149,Richland,Wisconsin,17252,Richland - Wisconsin
3150,Rock,Wisconsin,163354,Rock - Wisconsin
3151,Rusk,Wisconsin,14178,Rusk - Wisconsin
3152,St. Croix,Wisconsin,90687,St. Croix - Wisconsin
3153,Sauk,Wisconsin,64442,Sauk - Wisconsin
3154,Sawyer,Wisconsin,16558,Sawyer - Wisconsin
3155,Shawano,Wisconsin,40899,Shawano - Wisconsin
3156,Sheboygan,Wisconsin,115340,Sheboygan - Wisconsin
3157,Taylor,Wisconsin,20343,Taylor - Wisconsin
3158,Trempealeau,Wisconsin,29649,Trempealeau - Wisconsin
3159,Vernon,Wisconsin,30822,Vernon - Wisconsin
3160,Vilas,Wisconsin,22195,Vilas - Wisconsin
3161,Walworth,Wisconsin,103868,Walworth - Wisconsin
3162,Washburn,Wisconsin,15720,Washburn - Wisconsin
3163,Washington,Wisconsin,136034,Washington - Wisconsin
3164,Waukesha,Wisconsin,404198,Waukesha - Wisconsin
3165,Waupaca,Wisconsin,50990,Waupaca - Wisconsin
3166,Waushara,Wisconsin,24443,Waushara - Wisconsin
3167,Winnebago,Wisconsin,171907,Winnebago - Wisconsin
3168,Wood,Wisconsin,72999,Wood - Wisconsin
3169,Wyoming,Wyoming,578759,Wyoming - Wyoming
3170,Albany,Wyoming,38880,Albany - Wyoming
3171,Big Horn,Wyoming,11790,Big Horn - Wyoming
3172,Campbell,Wyoming,46341,Campbell - Wyoming
3173,Carbon,Wyoming,14800,Carbon - Wyoming
3174,Converse,Wyoming,13822,Converse - Wyoming
3175,Crook,Wyoming,7584,Crook - Wyoming
3176,Fremont,Wyoming,39261,Fremont - Wyoming
3177,Goshen,Wyoming,13211,Goshen - Wyoming
3178,Hot Springs,Wyoming,4413,Hot Springs - Wyoming
3179,Johnson,Wyoming,8445,Johnson - Wyoming
3180,Laramie,Wyoming,99500,Laramie - Wyoming
3181,Lincoln,Wyoming,19830,Lincoln - Wyoming
3182,Natrona,Wyoming,79858,Natrona - Wyoming
3183,Niobrara,Wyoming,2356,Niobrara - Wyoming
3184,Park,Wyoming,29194,Park - Wyoming
3185,Platte,Wyoming,8393,Platte - Wyoming
3186,Sheridan,Wyoming,30485,Sheridan - Wyoming
3187,Sublette,Wyoming,9831,Sublette - Wyoming
3188,Sweetwater,Wyoming,42343,Sweetwater - Wyoming
3189,Teton,Wyoming,23464,Teton - Wyoming
3190,Uinta,Wyoming,20226,Uinta - Wyoming
3191,Washakie,Wyoming,7805,Washakie - Wyoming
3192,Weston,Wyoming,6927,Weston - Wyoming
